(Não Modificar) Conta;(Não Modificar) Soma de Verificação da Linha;(Não Modificar) Data de Modificação;ID da Escola;Nome da Escola;Carteira SAF;Status da Escola;Tipo de Escola;CNPJ;Logradouro Escola;Bairro Escola;CEP Escola;Cidade da Escola;Estado da Escola;Região da Escola;Telefone de Contato da Escola;E-mail da Escola;Razão Social;Nome Fantasia;Status CNPJ;Status Visita Liderança;Performance da Meta;Atual Série;Avançando de Segmento;Cluster;Outro Telefone;Ticket Médio;Toddle
333a3d42-4ef8-ee11-a1fe-002248df22f1;MugfDqpravj2ZabeSuihQFDQ3iyZoWQN9DC0fOUbTZYz+27yKplc8tvcLi/WTKegLmqJ8GmmIgZ4/us8hyef7g==;31/03/2025 14:46;;Maple Bear Fortaleza - Aldeota;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
353a3d42-4ef8-ee11-a1fe-002248df22f1;BEml0OXYdLrA/k7RTpvGJH19yfT1jsOcDSu1HLBX/GbvizXBWqi2FTZjWEaWAMEe0rhqmUkY8CBHa8+oemaTgA==;31/03/2025 14:46;;Maple Bear Volta Redonda;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
373a3d42-4ef8-ee11-a1fe-002248df22f1;jYtDydF9uVw2q1g5XMsnAElC8YYgOl9QA+OAUBoFuDnncPh8crt0WEl1jHAt68gaBAgRnYiC/p0odKZJE0OFCw==;31/03/2025 14:46;;Maple Bear Ariquemes;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
393a3d42-4ef8-ee11-a1fe-002248df22f1;IkZ+ouDShppa407T7hJvXEkmoSWQUlC2LSliJHKBXm7PnN6NH9Ed1yesULnRjii7Mf8wiXz+8B8pXVlRvbEBIg==;31/03/2025 14:46;;Maple Bear Cacoal;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
3b3a3d42-4ef8-ee11-a1fe-002248df22f1;yZJAqxtXXBHqhuA2pCyxlv1eEAijh9cy8f3hNMJexzzBzDlzuJBqAcGQ6IuAUKEdtT+wXraOJSONrr2IXmUc9A==;24/09/2025 17:51;;Maple Bear Curitiba - Jardim Das Américas;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
3f3a3d42-4ef8-ee11-a1fe-002248df22f1;Uzwv2Hw8uV+LSotie9tO0ITcOZ4FI6LFeAZvSn+HNe4sM9F2Py49DZAgv1YMHqj9JOadZLdxmzaeDveHp+AT2Q==;31/03/2025 14:46;;Maple Bear Natal - Ponta Negra;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Aberto;;;;;;;
433a3d42-4ef8-ee11-a1fe-002248df22f1;Ri3sKoiWppVefeB2cnpLI1s8JSQteuEWoWrcAMg92C0/PfeNRxvWbtcWPpcEtJKpwgJV3uxjb8t849f+AyOT2Q==;31/03/2025 14:46;;Maple Bear Olinda;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
453a3d42-4ef8-ee11-a1fe-002248df22f1;3VorYOFdiFnI23nO9JvEMg3VABasrHvwM/vOiNXCT3PnNFtySaNwcKfCWTmsnRv+MYb1uThk35b86hXTghaM/Q==;31/03/2025 14:46;;Maple Bear Jaboatão Dos Guararapes;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
4d3a3d42-4ef8-ee11-a1fe-002248df22f1;+Ik2HcESamn0tHgAaDnO2L7BWhCCCxXbvnPFhwQsqjWk8hownLY7mGf5nIyqwtfTE9PaS2i3be7pscMS5laTSw==;29/07/2025 14:59;;Maple Bear São Paulo - Center Norte;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;Sudeste;;cantareira@maplebear.com.br;;;;Agendado;;;;;;;
513a3d42-4ef8-ee11-a1fe-002248df22f1;ZTXDc0bEOJd7bzZCGvglbxuqazKaop/shl8PP7vOKuwRmVuKnub9Op1tYYl9tCwo/21Kh9eX8D+U+z7XmPYZrw==;31/03/2025 14:46;;Maple Bear Várzea Grande;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
533a3d42-4ef8-ee11-a1fe-002248df22f1;KibTP/YTdmDxpdPlEZ1qYOJV2FB+PAKSyynBBuLgUu/0fvDhWkmmq3kZuPtIFi+WUh9kCBGSH1IGjiH9NTnAFA==;31/03/2025 14:46;;Maple Bear Brusque;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
573a3d42-4ef8-ee11-a1fe-002248df22f1;AnqDCt/niGrnoUm5B94I6uw2Feg9M9cI5+IoUl/8z4If0KoEEDeuxiydD5sF1moLDHk4OLPANhyDnybqfYPp1Q==;31/03/2025 14:46;;Maple Bear Vilhena;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
593a3d42-4ef8-ee11-a1fe-002248df22f1;6lhiWI7Ghu3SfhBvx3fciA79ZRjZhh3bwpHC3r8GNenF/678zcl/annXbslOsDrVlbzfI83MGOQg4SUOnMeznA==;31/03/2025 14:46;;Maple Bear Itupeva;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
5b3a3d42-4ef8-ee11-a1fe-002248df22f1;WyJPR8Wudl4B2FlU3vGGtStyZPLaYaY3A3ZQiKjkOYi/Qlp8Gp/PNu9cndu3oL+PdKBrbBrx4AhV1HjI5bh9dw==;03/04/2025 19:14;;Maple Bear Varginha ;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Concluído;;;;;;;
5d3a3d42-4ef8-ee11-a1fe-002248df22f1;mEkbEtiNGLhsudk5ihw9pHqA0e7dzcaT6mzdtJHjUCSBs8UJcaNvs3zoy72j4JNbQuTIHmwNsuYhYs7xR1Xhog==;03/04/2025 19:10;;Maple Bear São Paulo - Butantã;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Concluído;;;;;;;
5f3a3d42-4ef8-ee11-a1fe-002248df22f1;JRIb6xELi7AXcJKrdijKX1q9YpCArEHm9afnfZKRrnDb9WR2u2/9V/lZuDS0HrdzvC4giZVQKEggtNSBBFMLBQ==;31/03/2025 14:46;;Maple Bear São Paulo - Interlagos;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;Sudeste;6999991676;somar6030@yahoo.com;;;;Agendado;;;;;;;
613a3d42-4ef8-ee11-a1fe-002248df22f1;wRxEteE914IuzXHsw7oIge/bV+tgvP5Ai6jchFf22eO1tw7VwHBP6E6Hc4a0cUceo8efK6rXUvdi1oovkrVRWQ==;01/04/2025 21:57;;Maple Bear Curitiba - Cabral;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Aberto;;;;;;;
633a3d42-4ef8-ee11-a1fe-002248df22f1;9VL0TDiaooA3SZ9Lrr415+feTo4U4ZjlAyTxa5LBaMgI7lTFd25gnVm1c1I6uR+rFiOJ0Z6A2DNECBOM3qeqXA==;31/03/2025 14:46;;Maple Bear Alagoinhas;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
653a3d42-4ef8-ee11-a1fe-002248df22f1;C40iOt5vWMdwC0ACNaf7ItWIyUPStw9/anL2T2S0/gxTSikcL3iuocmkmbh1+Lbovw7H9tTA30zC13KMX41s3A==;31/03/2025 14:46;;Maple Bear Bertioga;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
673a3d42-4ef8-ee11-a1fe-002248df22f1;FMYPRFfbrxrbx9s0Qe/7r6kDzJktXV07Nt+KHLY2Ed6ZRHOxGQbyYDSvFy7T8lunMYfGxwyY4FjynHbxql24dQ==;31/03/2025 14:46;;Maple Bear São Paulo - Jd Europa;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
693a3d42-4ef8-ee11-a1fe-002248df22f1;LS+sElnCgdEWr9B/rgK5lPaaOkGs2ZK/zhJibbtAj7VuJuLVb2X1Qy6EcY3YGGhtadvvkkGSqYf+BpsyENAeHg==;31/03/2025 14:46;;Maple Bear Barueri;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
6d3a3d42-4ef8-ee11-a1fe-002248df22f1;8cCxGUMy+yZUQOHUbXwJK5GyM+JtjBarXAfDYJCLRRKk5d5/9LmpmRTaCDBeVsyWIaEpjspkhZXVNrSvVTxk2Q==;15/07/2025 19:44;;Maple Bear Alphaville II;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;Sudeste;;;;;;Concluído;;;;;;;
6f3a3d42-4ef8-ee11-a1fe-002248df22f1;btwlRdcV+uB7bcKScY9vUL5qAjcfemHeoVxtgfI/LwW7x1ZP+tXYyQRp41a5toj1vYHu8JIT9U1+ueuKl8UerQ==;31/03/2025 14:46;;Maple Bear Florianópolis Ilha – Sul;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;Sul;;adriana.digiacomo@maplebear.com.br;;;;Agendado;;;;;;;
36d3a27a-7738-ef11-a316-002248e09489;a2DcC81+55/JgIfV3S1HyUcaeJIHWHNkd8IFVYlm2SRGPlvEfs5sk7Ldl8URw9EUYwj9FWdeQdzGUwPefOWnsA==;31/03/2025 14:46;;Maple Bear Campo Grande III;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
eabdcac0-4c2a-ef11-840b-002248e0a4a3;neaZcJsUbmkKz68In3KRdbih8pxpeNAxOOuh4HrcnKqglXRLQ4JPNNhwXUax3Pp15lI39W3wmnU8V9PKQ40C1w==;31/03/2025 14:46;;Maple Bear Patos de Minas;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;Sudeste;;;;;Ativa;Agendado;;;;;;;
27e5cdf0-4c2a-ef11-840b-002248e0a4a3;MS2d83+95J9oTBM2seGM8HiXaWVGatpHNoKzYkcdKddDXgTwAQkXfFuUQIc9OgR4VoUz2YnsRSge6Nqj95n17g==;31/03/2025 14:46;;Maple Bear Porto Belo - Itapema;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;Sul;;;;;Ativa;Aberto;;;;;;;
bf55d9a7-d72f-ef11-8e50-002248e0a4a3;NVqwOE+mwBJUszjQgda4yJRXt4Y5iU0MMdY6BcoVan2kNU1v/+JJG2OVE+yGLJX5bsg2/ge5c8Ga0XhbaNUdsA==;31/03/2025 14:46;;Maple Bear Americana;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;Agendado;;;;;;;
010e7e87-846b-ef11-a670-6045bd3bdba9;4gjSaFwrpXLM9UdHtc6iOvEq6DsFWma8tKeyHhr33nuPu/2xOeHZ/ow81wvu9SPQzM2rh87ke5KiCsFEqERXIw==;09/09/2025 17:18;;Maple Bear Paraná - Curitiba Norte;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;;🔴;;;;;;
1945bdf9-f524-ef11-840a-6045bd3c1377;v40vPsGIZ3KJics7lNQ8/yZ+HhYppx5/QpuzayhNfjL3pOIrGaOTQcBy3dVJp+aG2ejSXiyA7WxslLp1/QjIfQ==;03/04/2025 19:08;;Maple Bear Rio Grande;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;Sul;;;;;Ativa;Concluído;;;;;;;
6826c9c0-c751-f011-8779-6045bda98ba1;irvGLHbOLZFU/lEyl8q594F/TirA+sAdzdU9ico0jOjuHw+gv2Gh0v/LGwENQXWhN7QGzI4G2/T/nfFGj+d7Dg==;25/06/2025 13:31;;Maple Bear Jaú;;PCF;Franquia;;;;;;;Sudeste;;carlos.santana@csh.adv.br;;;;;🔴;;;;;;
b373c9d6-04b4-ef11-b8e9-6045bdd533aa;xVeX1U96vcfGcT8hx1OUws3x/rXVCq8DrXD8cTKPiQ7245DBSMSF54y9UPDVdnjsyv6umg2vARDrVUYbMOJgtg==;31/03/2025 14:46;;Maple Bear Parauapebas;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;;🔴;;;;;;
6eae303b-6e7f-ef11-ac21-6045bdd93b1e;a/wl+/ornGfYxhzEH1QLL4z6FCvF7/A6nD33GuTn9mVFOOV+QedQqxSpJgkRBKjKfpnTOg3qjaG6iEGFO+jWgg==;09/09/2025 17:18;;Maple Bear Luís Eduardo Magalhães;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;;🔴;;;;;;
3f6fa115-4fed-ef11-be20-7c1e520a1212;QukOv2c0/ocednqLKTarDT0gdHWTAdcng5uhgR/efgH3xgihTizqy0BKgrdsGfylAwuw3YienV4m0u5cbtwHyQ==;09/09/2025 17:18;;São Paulo - Caraguatatuba;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;Sudeste;;fmerlin@prospereducacional.com.br;;;;;🔴;;;;;;
acca8275-acd1-ef11-8eea-7c1e5216c305;g4hRwbzJBRf9fQCsxoZBNhN5/GO7eThTVs+tbEJd1GFGAfqTwgkF6/OERCfKLNZW5NE5x7rYmQXZ2dVld/Xv6w==;09/09/2025 17:18;;Maple Bear - Colatina;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;Sudeste;;;;;;;🔴;;;;;;
9fe25e55-2cd4-ef11-8eea-7c1e5216c305;Jzc0TTMknvbGclG4tYuND7PVmtmI4m9aRMGiR55ycyY/xvrnex0kIshBw9o+8kPTq6db41wKKIJvQzfiq0Emdw==;31/03/2025 14:46;;Maple Bear - Luziânia;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;6199284526;pamella.gomes@maplebear.com.br;;;;;🔴;;;;;;
9932058e-bcad-ef11-b8e8-7c1e5216c305;q/pqtPDqOewOmBLMK3OlBsdFUpvogam0mEcQnewlC8D3dbhzRzLL66WmNyDvwXD1ZJrZQ5jO2fadoUkv0CFxdg==;07/07/2025 18:43;;Maple Bear Porto Alegre III;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;Porto Alegre;RS;Sul;;;;;;;🔴;;;;;;
61865dc5-11b3-ef11-b8e8-7c1e5216c305;fSrjw2j/GKuwhLGt7uYbrfdeyFVmT9GLIg4yoXD2XHtWe9L/3+T/5/qmgyrDQnoIi7ozyCyAfXIGhAvn6nPPBw==;31/03/2025 14:46;;Maple Bear Pato Branco;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;;;;;;;;🔴;;;;;;
2ffbc618-8a81-ef11-ac21-7c1e52196c86;C0BdCx8VSdqqaKVEThSjCWMZ5pnXI78UGzY7VgCh7ttE/9w5uKQkYT/UxT3mqYs4l6R5oGI0yVRhNiK2jOBjng==;31/03/2025 14:46;;Maple Bear Paraná - Foz do Iguaçu;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;;;;;;;Sudeste;;londrina@maplebear.com.br;;;;;🔴;;;;;;
5160c0bc-5998-ef11-8a69-7c1e521a1969;TrODjyQXVCCsz5WnMggwXvFOiLlKvKMglDqqbVplSY8bV1rA4glG2hihInd9Hd/SS4YfxeRj9kn6TGt2G6FjlA==;03/04/2025 13:23;;Maple Bear Brasília - Águas Claras II;ANA PAULA OLIVEIRA DE ANDRADE;PCF;Franquia;60123432000111;Rua Rua 8 Chácara 223;Setor Habitacional Vicente Pires;72007055;Brasília;DF;Centro-Oeste;6191114806;B2BSOLUCOESCONTABEIS@GMAIL.COM;MAPLE BEAR CANADIAN SCHOOL IN VICENTE PIRES LTDA;MAPLE BEAR CANADIAN SCHOOL IN VICENTE PIRES;Ativa;;🔴;;;;;;
